Datetime,AT,BE,DK,ES,FI,FR,GB,GB-NIR,IE,IT,NL,NO,PT,SE
2018-08-12 00:15:00+00:00,0.4315245478036176,0.5451881902186162,,,,,,,,,0.5026924295216978,,,
2018-08-12 00:30:00+00:00,0.4273717238833518,0.5430846668169184,,,,,0.3932343264319343,0.3617021276595745,0.4888120423108218,,0.5003167564143174,,,
2018-08-12 00:45:00+00:00,0.41952750092284974,0.5424836601307189,,,,,,,,,0.49625171576391086,,,
2018-08-12 01:00:00+00:00,0.41805094130675524,0.5388024941777477,0.39837685250529287,0.5682795566805101,0.5136538188024463,0.33899166066968633,0.3740206860196681,0.3519756838905775,0.4788445890968267,0.44512707013660996,0.49403442086368915,0.42745146839223497,0.5055612888430225,0.36591610814067327
2018-08-12 01:15:00+00:00,0.4131598375784422,0.5312147847644805,,,,,,,,,0.4930313588850174,,,
2018-08-12 01:30:00+00:00,0.41094499815430047,0.531740665614905,,,,,0.36424117935760636,0.34832826747720363,0.4707078925956062,,0.4916059550205892,,,
2018-08-12 01:45:00+00:00,0.4097452934662237,0.5308391555856059,,,,,,,,,0.49208108964206526,,,
2018-08-12 02:00:00+00:00,0.4137135474344777,0.5254300954098114,0.39837685250529287,0.5566067874081537,0.503840136538188,0.3266943233289591,0.3583880173777107,0.339209726443769,0.4646053702196908,0.43688468289704646,0.4929257734135783,0.4252115480338477,0.49386538241027406,0.36994502598087203
2018-08-12 02:15:00+00:00,0.41242155777039496,0.5269326121253098,,,,,,,,,0.49123640587055223,,,
2018-08-12 02:30:00+00:00,0.41242155777039496,0.5300127713920817,,,,,0.3555341464744697,0.33677811550151976,0.45707892595606187,,0.49123640587055223,,,
2018-08-12 02:45:00+00:00,0.4134366925064599,0.5285102546765833,,,,,,,,,0.49197550417062613,,,
2018-08-12 03:00:00+00:00,0.419250645994832,0.5250544662309368,0.3976711362032463,0.5506106701398275,0.512444886929313,0.3257418617449096,0.3550433533891989,0.3325227963525836,0.45362082994304315,0.44031901091353126,0.49461514095660436,0.4230131076820972,0.48526545120972364,0.36425935687928307
2018-08-12 03:15:00+00:00,0.4214654854189738,0.5282848771692585,,,,,,,,,0.49297856614929786,,,
2018-08-12 03:30:00+00:00,0.42248062015503873,0.5197956577266922,,,,,0.354443495173868,0.3325227963525836,0.4460943856794142,,0.49450955548516523,,,
